name,email,district,county,longitude,latitude,location,address,wasteType,facilityType
AGRO CHEMICAL & FOOD COMPANY LIMITED,admin@acfc.co.ke,MUHORONI,Kisumu,35.18923,-0.152465,GOD NYITHINDO,P. O. BOX 18-40107 MUHORONI,Non-Hazardous Industrial Waste,Incinerator
GREENROCK VENTURES LTD,eshubconsult@gmail.com,JUJA,Kiambu,37° 1’54.894”E,1° 5'15.294''S,JUJA ON PLOT NO. LR NO. 13537/198,P.O.BOX 417 KALIMONI,Asbestos,Land fill
TRANBIZ ENTERPRISES LTD,eshubconsult@gmail.com,JUJA,Kiambu,37.074970,-1.116760,"JUJA/JUJA EAST BLOCK 1/2748 IN NYACABA, JUJA SUB-COUNTY KIAMBU COUNTY",P.O.BOX 16898-00100 NAIROBI,Harzadous/Industrial/Biomedical Waste,Incinerator
Kolm Recycle Limited,envirolinkconsult@gmail.com,Embakasi,Nairobi,36.8914263⁰E.,-1.328159 ⁰S,Even Business Park on LR. No. 209/10819,"P.O BOX 63946 - 00619, Nairobi Kenya",E-Waste/Exhaust Catalytic Converter,Transfer station
Aga Khan University Hospital,joan.wambui@aku.edu,L.R.NO.209/5894 3RD PARKLANDS AVENUE NAIROBI,Nairobi,36.824787900000050000,-1.262392200000000000,L.R.NO.209/5894 3RD PARKLANDS AVENUE NAIROBI,P. O. Box 30270,Biomedical Waste,Incinerator
KABISANI ENTERPRISES,berlconsult2013@gmail.com,NAIROBI,Nairobi,36.851978,"-1.312398,","PLOT LR. NO: 209/10230, ALONG ENTERPRISE ROAD, INDUSTRIAL AREA","P.O. BOX 270-00507
NAIROBI",Scrap Metal,Transfer Station/Storage Yard
LIONPRO GROUP (K) LTD,eshubconsult@gmail.com,SYOKIMAU,Machakos,36.8720469,-1.3246875,"ON LR NO 19141(I.R 62291) WITHIN MITCHELL COTTS FREIGHT KENYA LTD, SYOKIMAU MOMBASA ROAD",P.O.BOX 5686-00100 NAIROBI,Used Cooking Oil,Transfer station
LINIUM SCRAP DEALERS LIMITED,danamollo@gmail.com,KILIFI,Kilifi,3.5107° S,39.9093° E,PLOT NO.KILIFI/KALIANGOMBE/JIMBA/41 IN KILIFI COUNTY.,"P.O.BOX 258-80100,MOMBASA.",Plastic Waste,Recycling
SUNRISE IMPEX LTD,willisoyuga@gmail.com,INDUSTRIAL AREA,Nairobi,36.441E,1.0336S,INDUSTRIAL AREA,P.O.BOX 18071-00507,Plastic Waste,Recycling
WONDERS METAL LIMITED,berlconsult2013@gmail.com,EMBAKASI,Nairobi,"36°53'40.0""E","1°16'30.3""S","PLOT LR. NO: 109/2390, KANGUNDO ROAD, IN UMOJA","P.O. BOX 64367-00200
NAIROBI",Scrap Metal,Transfer Station/Storage Yard
TERRA SAFI WASTE RECOVERY SOLUTIONS LIMITED,pio@terra-safi.com,KWALE,Kwale,E 39˚31’6.84588ʺ,S 4˚20ˈ49.092ʺ,"PLOT L.R NO. KWALE/MABOKONI/2743 IN MABOKONI, KINONDO WARD, KWALE COUNTY","1.8KM C108 - OFF A14 (UKUNDA-RAMISI ROAD) KWALE COUNTY
P.O.BOX 15159-00509 NAIROBI",Organic Waste,Compost
NDULUNI SCREP METAL DEALER,berlconsult2013@gmail.com,NJIRU,Nairobi,36.935269,"-1.252404,","L.R NO. 1346/148, NJIRU AREA, NAIROBI COUNTY","P.O. BOX 66-00100
NAIROBI",Scrap Metal,Transfer Station/Storage Yard
YASMIN VENTURES,VENLICHECK.INVEST@GMAIL.COM,JOMVU,Mombasa,39.585601,-3.992244,"JITONI AREA, JOMVUU KUU SUB-LOCATION","P.O BOX 99661-80100, MOMBASA",Scrap Metal,Transfer station
Rift Valley Roses (K) Ltd,peterson.muchiri@riftvalleyroses.com,Naivasha,Nakuru,003927.4,036 2816.9,Naivasha,P.O Box 791-20117,Organic Waste,Compost
WILDFIRE LIMITED,office@wildfire-flowers.com,NAIVASHA,Nakuru,36° 26’ 13.72”E,0° 46’ 24.84”S,"LR.NO 133/4/14 MOI SOUTH LAKE ROAD, NAIVASHA","P.O.BOX 379-20117
NAIVASHA, KENYA",Organic Waste,Compost
C&P SHOE INDUSTRIES LIMITED,hrmanager@cpshoes.com,NAIROBI,Nairobi,36.873570,-1.329730,LR NO. 209/9720 NAIROBI INDUSTRIAL AREA ALONG MOMBASA ROAD,P.O BOX 46979-00100 NAIROBI,Plastic Waste,Recycling
BROOKLYN CLEANING COMPANY LTD,info@brooklyncleaningserviceke.com,NAIROBI,Nairobi,36.825E,1.3107 S,NAIROBI CBD,101451,Sanitary Waste & Non-Hazardous Waste,Incinerator
ECO DOCTOR LIMITED,deporabwari@gmail.com,KARIOBANGI,Nairobi,36.6311,-1.257418,"PLOT NO. 380 OFF OUTERING ROAD, KARIOBANGI AREA, NAIROBI CITY COUNTY","P.O BOX 600291-00200
NAIROBI",Scrap metal/Paper/Polythene,Transfer Station/Storage Yard
STEEN AGENCIES LIMITED,muyesuedgar@gmail.com,KILIFI,Kilifi,39°24'47.30688.,-3°42'41.30712,"PLOT L.R NO. 6916/KALUMAN/MNYENZENI MUZINZI VILLAGE, TSANGATSINI LOCATION, KALOLENI SUB-COUNTY, KILIFI COUNTY","P.O BOX 258-00232, THIKA",Asbestos,Land fill
MASANI ECO GREEN LIMITED,info@katrinamcl.co.ke,KWALE SAMBURU,Kwale,39.299327º,-3.793285º,ALONG THE NAIROBI MOMBASA HIGHWAY,P.O.BOX 83559-80100 MOMBASA,Waste Tyres,Recycling
SAIMBOT SHIP'S CONTRCATORS LIMITED,saimbot@yahoo.com,PORTREITZ,Mombasa,E0393780,S0412353,PORTREITZ,"P.O.BOX 40461-80100
MOMBASA",Used Oil/Sludge,Transfer Station/Storage Yard
JUFRAM INVESTMENT LIMITED,fkminvestment8@Gmail.com,RUAI,Nairobi,36.986583,-1.266014,RUAI,P.O. BOX 48554-00100 NAIROBI,Plastic Waste,Recycling
FLAMINGO HORTICULTURE (K) LIMITED - KINGFISHER FARM,Priscillah.Musyimi@flamingo.net,NAIVASHA,Nakuru,"36 02"" E","01 11""S",L.R NO. 7471/14 NAIVASHA ALONG MOI SOUTH LAKE ROAD,P.O. BOX 188- 20117 NAIVASHA KENYA,Plastic Waste,Recycling
Juja Pulp and Paper Ltd,kahugubrianke@gmail.com,"KALIMONI, JUJA.",Kiambu,36.99213,-1.08409,"L.R. NO. 10090/14, MIRIMAINI, KALIMONI WARD, ALONG JUJA - GATUNDU ROAD","P.O BOX 232-01011,
JUJA.",Paper,Recycling
AFRICAN RETAIL TRADERS,info@artraders.com,NAIROBI,Nairobi,36.9021897,-1.2661093,ALONG KANGUNDO RD,P.O. BOX 32142-00600 NAIROBI,Scrap Metal,Transfer Station/Storage Yard
ISH PLAST LIMITED,viralpandya@ishplast.com,MAKADARA,Nairobi,36 8696022,-30225884,LRNO.209/8611/1 RUNYENJES ROAD OFF NANYUKI ROAD INDUSTRIAL AREA NAIROBI,P.O BOX 250-00600 NAIROBI,Plastic Waste,Recycling
QUALITY INSPECTION SERVICES LIMITED,benardorik@gmail.com,KILIFI,Kilifi,39.4881672,-3.7839567,"3404/ KALUMANI MNYENZENI ADJUDICATION SECTION, KILIFI COUNTY",P.O.BOX 87222-80100,Asbestos,Land fill
MR.JOSEPH KAROKI MAINA,lmanana98@gmail.com,RUAI,Nairobi,37 0 22,1 15 25,"L.R NO. NAIROBI/BLOCK105/12640, OFF KANGUNDO ROAD, RUAI AREA",P.O BOX 7059 - 00300 NAIROBI,Scrap Metal/Plastic Waste,Transfer Station/Storage Yard
SHAFCO TRADING LIMITED,hmukeka@gmail.com,KISAUNI,Mombasa,39.682680,4.025840,"L.R NO. 793 & 794 SECTION 1 MAINLAND NORTH, NYALI",P.O BOX 41823-80100 MOMBASA.,Scrap Metal,Transfer Station/Storage Yard
CHANDARIA INDUSTRIES LTD-INDUSTRIAL AREA DIVISION,Festus@chandaria.com,NAIROBI,Nairobi,37.2786029 e,0.10387429 s,"L.R NO 209/8801 INDUSTRIAL AREA ,SEREM ROAD",P.O BOX 30621-00100 NAIROBI,Paper,Recycling
CHANDARIA INDUSTRIES LTD,Festus@chandaria.com,NAIROBI,Nairobi,36.85667 E,-1.2557 S,"L.R NO.336/24 RUARAKA INDUSTRIALZONE,BABA DOGO",P.O BOX 30621-00100 NAIROBI,Paper & Cotton Waste,Recycling
ENVIRONMENTAL AND COMBUSTION CONSULTANTS LTD,james@ecclkenya.com,KAJIADO,Kajiado,37.000000,-1.583333,"L.R NO. 26604, STONY ATHI-KAPUTEI NORTH-KAJIADO","P.O BOX 72828 - 00200,
NAIROBI - KENYA",Harzadous/Industrial/Biomedical Waste,Transfer Station/Storage Yard
SHANYAO COMPANY LIMITED,lozizippy@gmail.com,MAVOKO,Machakos,37.00615,-1.45096,"GILBI BUSINESS PARK, GODOWN NO 7, L.R NO. 10426/276 & 10426/275, IN MAVOKO SUB-COUNTY",P.O. BOX 37379-00100 NAIROBI.,Polythene,Recycling
MAAN PLAST & POLYMASTERS (K) LIMITED,etcon_ea@yahoo.com,EMBAKASI,Nairobi,36o56’33’’E,1o14’54”S,NJIRU,"P. O BOX 22040-00100,
NAIROBI.",Plastic Waste,Recycling
Key Boy scrap Metal,ketoure123@gmail.com,Kuria west,Migori,"34°28'37.49""E","1°14'27.44""S",Isibania Town,P.O. Box 11 Isibania,Scrap Metal,Transfer station
Legacy La Relance (EA) Limited,ZEBAHLTD@GMAIL.COM,Magarini,Kilifi,40.018964,-2.807850,"L.R. 2059 CHANJALO, ADU LOCATION",P.O. BOX 42550-80100 Mombasa,Asbestos,Land fill
DAMA SCRAP METAL DEALERS LIMITED,omorehawkins@gmail.com,STAREHE,Nairobi,36°59'4.90145E,"-1°16'58.27567""S","PLOT NO. 209/4576, KOMBO MUNYIRI ROAD, STAREHE, NAIROBI","P.O BOX 69451-00400,
NAIROBI",Scrap Metal,Transfer station
Qmach Agencies Limited,chirchirkevin601@gmail.com,Along Melili Road,Nairobi,36.829688,-1.308724,Along Melili Road,"P.o Box 7729-00200, Nairobi",Scrap Metal,Transfer Station/Storage Yard
RIAGAH GENERAL SUPPLIES LIMITED,deporabwari@gmail.com,NJIRU SUBCOUNTY,Nairobi,"36°56'27.8""E","1°14'55.0""S","PLOT NO. 187 ALONG KANGUNDO-MWIKI ROAD, NJIRU AREA, NAIROBI CITY COUNTY",P.O. BOX 4102-00506 NAIROBI,Plastic Waste,Recycling
Jey Valley General Company Limited,emcareworld@gmail.com,NAIROBI,Nairobi,36.8341633,-1.2842904,KOMBO MUNYIRI - GIKOMBA,"P.O BOX 72164 00100
Nairobi",Scrap Metal,Transfer Station/Storage Yard
ABYSSINIA IRON & STEEL LIMITED - MARIAKANI,odhisadhoch43@gmail.com,KWALE,Kwale,39.3829°E,3.8666°S,"PLOT L.R NO. KWALE/MWAVUMBO/177 IN MANDA VILLAGE, MWAVUMBO LOCATION, KWALE COUNTY","PO BOX 1408-00606
SARIT CENTRE",Scrap Metal,Recycling
CARZAN FLOWERS LTD- MR FARM,kahugubrianke@gmail.com,MOLO,Nakuru,35.760276,-0.249403,MUCHORWI SETTELEMENT/687,"P.O BOX 1801-20117
NAKURU",Organic Waste,Compost
CARZAN FLOWERS (K) LTD- KS FARM,kahugubrianke@gmail.com,RONGAI,Nakuru,35.89195,-0.24204,LR 13200,"P.O BOX 18800-20100
NAKURU",Organic Waste,Compost
KARIKI LIMITED-NAIVASHA FARM,kahugubrianke@gmail.com,"KARATI, NAIVASHA",Nakuru,36.473427,-0.656592,LR. 10423/2,"P.O BOX 791-20117
NIAVASHA",Organic Waste,Compost
LOWAK SUPPLIES LIMITED,deporabwari@gmail.com,NAIROBI,Nairobi,36.6311,1.1510,"PLOT NO. 6, ALONG POLICE LINE, OFF THROUGH KAYOLE JUNCTION, KAYOLE AREA","P.O BOX 24968-00100
NAIROBI",Scrap Metal,Transfer Station/Storage Yard
RANEEM PLASTIC INSUTRIES LTD,dianaauma71@gmail.com,Embakasi,Nairobi,36.91365,-1.31736,KOGO FLAT NORTH AIRPORT ROAD EMBAKASI,P.O.BOX 56146 - 00200 NAIROBI,Plastic Waste,Recycling
SUNRISE IMPEX LIMITED,willisoyuga@gmail.com,Nairobi,Nairobi,36.87168889 E,1.306775 S,PLOT LR NO 209/8302 NANYUKI ROAD,P.O. BOX 78002-00507 NAIROBI,Plastic Waste,Recycling
ABYSSINIA IRON & STEEL LIMITED-KISUMU,odhisadhoch43@gmail.com,KISUMU WEST,Kisumu,"34°47'40.99""E","00°04'31.23""S","KIBOS ROAD, KISUMU EAST SUB-COUNTY",P.O. BOX- 1408-00606 SARIT CENTRE,Scrap Metal,Recycling
PRIME STEEL MILLS LIMITED- AWASI,odhisadhoch43@gmail.com,sigowet,Kericho,"35°07'45.86""E","0°10'48.62""S","L.R. NO. 283, OFF KERICHO-KISUMU ROAD NG'OMWET/KAPLELACH",P.O. BOX: 1408-00606 SARIT CENTRE,Scrap Metal,Recycling
KAMONGO WASTE PAPER KENYA LTD,courier@kamongo.co.ke,NAIROBI,Nairobi,36.853478,1.307982,"NAIROBI, KAMPALA ROAD , INDUSTRIAL AREA",LR NO. 209/4257 PO BOX 67313 00200 - NAIROBI,Polythene and Paper Waste,Transfer station
ZAWADI ECO-HUB ENTERPRISES,deporabwari@gmail.com,NAIROBI,Nairobi,"36°55'20.0""E","1°15'34.1""S",PLOT NO. A17 L.R NO. 11344R IN KAYOLE JUNCTION,"P.O. BOX 46048, 00100
NAIROBI",Scrap metal/Paper/Polythene,Transfer Station/Storage Yard
ZAWADI ECO-HUB ENTERPRISE,nmainarobert@gmail.com,EMBAKASI CENTRAL,Nairobi,36.92250,-1.25931,KOMAROCK NORTH,P. O BOX 46048-00100 NAIROBI,Scrap Metal/Plastic Waste,Recycling
PRIME STEEL MILLS LTD KITENGELA,odhisadhoch43@gmail.com,"Kitengela, kajiado",Kajiado,"36°57'32.26""E","1°28'48.04""S",LR NO. 110 NAMANGA ROAD KITENGELA,P.O BOX 285 KITENGELA,Scrap Metal,Recycling
PRIME STEEL MILLS LTD,primesteel@yahoo.com,kajiado,Kajiado,-,-,LR NO. 110 NAMANGA ROAD KITENGELA,P.O BOX 285 KITENGELA,Scrap Metal,Recycling
Bamburi Cement - Mombasa Plant,otieno.arowo@lafarge.com,Mombasa,Mombasa,39.718876,-3.996659,Bamburi Mombasa,P.O. Box 90202 80100 Mombasa,Scrap Tyres/Industrial Waste/Phamaceutical Waste/Condemned Goods/Used Oil,Incinerator
ENVIRONMENTAL AND COMBUSTION CONSULTANTS LTD,james@ecclkenya.com,MIGORI,Migori,34 20' 54.64'' E,17' 54.10'' S,MIGORI,"P.O BOX 72828 - 00200,
NAIROBI - KENYA.",Asbestos,Land fill
KAMONGO WASTE PAPER KENYA LTD,courier@kamongo.co.ke,MOMBASA,Mombasa,39.745274,1.307982,MOMBASA,67113 00200,Polythene and Paper Waste,Recycling
SAIMBOT SHIP CONTRACTORS LIMITED,jose.mwendo@yahoo.com,KILIFI,Kilifi,39.543306,-3.947750,MAZERAS,"P.O. BOX 40461 – 80100, MOMBASA, KE",Electrical / Electronic Equipment,Transfer station
MOOKEYS SERVICES LIMITED,johnkupss@gmail.com,KILIFI,Kilifi,"39°31'11.0""E","3°54'43""S","KOKOTONI ON PLOT NO. KAWALA ""A""/KADZONZO/315/KILIFI",P.O. BOX 85229-80100 MOMBASA,Used Oil/Sludge,Transfer Station/Storage Yard
K'ONEGE INVESTMENT.,cw.econsultants@gmail.com,KAMUKUNJI,Nairobi,36.847962 E,1.291623 S,"Juakali site door 4 in Shauri Moyo area, Pumwani Ward, Kamukunji Constituency in Nairobi County.","P.O. BOX 63353 - 00100, NAIROBI.",Scrap Metal,Transfer Station/Storage Yard
AUTOPAK INTERNATIONAL LTD,eshubconsult@gmail.com,NAIROBI,Nairobi,36.909234399999995,-1.2513375,"WITHIN KPCU GODOWNS ON LR NO 12209/12210, ALONG KOMAROC ROAD, OFF KANGUNDO ROAD, KPCU GODOWN, NAIROBI COUNTY",P.O.BOX 42298-00100 NAIROBI,Plastic Waste,Recycling
Jinxin Commercial limited,wereomat@yahoo.com,mavoko,Machakos,37 degree 00’10.6’E,1 degree 27’15.1’S,athiriver near athiriver business park,p.o box 355-01100 machakos county,Scrap Metal,Transfer Station/Storage Yard
DAVE TRADE INNOVATORS,dses2011@gmail.com,EASTLEIGH SECTION I,Nairobi,"36°42'44.39""E","1°24'18.40""S,","on plot L.R No. On plot L.R, No. 36/i/960; Eastleigh sec.I, Nairobi City County.",P.O BOX 68464 -00622 NAIROBI,Scrap Metal/Plastic Waste,Transfer Station/Storage Yard
HALAR INDUSTRIES LIMITED,hilplast@gmail.com,"INDUSTRIAL AREA, NAIROBI",Nairobi,"36° 52' 59""E","-01° 18' 18""S","LR. NO. 209/8865 , LUNGA LUNGA ROAD INDUSTRIAL AREA","P.O.Box 219-00600, Nairobi",Plastic Waste,Recycling
ZIPOMMY SCRAP METAL DEALERS,berlconsult2013@gmail.com,NAIROBI,Nairobi,36° 51’ 32.778” E,1° 19’ 0.192” S,"Plot L.R. No. 12596/30, Road A, Industrial Area","P.O. BOX 18131-00500
NAIROBI",Scrap Metal,Transfer Station/Storage Yard
ALLOY STEEL CASTINGS LIMITED,leynishaservices@gmail.com,RARAKA,Nairobi,36.880105,-1.242989,BABA NDOGO ROAD,P.O BOX 65163-00618 NAIROBI,Scrap Metal,Recycling
SCRAP HUNT LIMITED,nangulu.evans@gmail.com,"Machakos , Mavoko Sub County",Machakos,36.000109,-1.4300053,"L.R NO. 1338/16 WITHIN AFRICHINA COMPLEX IN ATHI RIVER COUNTY, MACHAKOS COUNTY",PO BOX 1996 90100 MACHAKOS,Scrap Metal,Transfer Station/Storage Yard
YOUNSHEN DEVELOPERS COMPANY LIMITED,younshendevelopers@gmail.com,MLOLONGO,Machakos,N/A,N/A,"LR NO.12715/565, MLOLONGO AREA, ATHI RIVER , MACHAKOS COUNTY","P.O. BOX 58274-00200
NAIROBI",Polythene,Recycling
RINTZ INDUSTRIES LIMITED,envirolinkconsult@gmail.com,MOMBASA,Mombasa,39.699970,-4.012367,Plot No 117354 Off Mombasa-Malindi road Kisauni District in Mombasa County,"P.O BOX 2814 – 80100,
MOMBASA.",Plastic Waste,Recycling
Rift Valley Roses (K) Ltd,peterson.muchiri@riftvalleyroses.com,Naivasha,Nakuru,003927.4,036 2816.9,"NAIVASHA, OFF NORTH KINANGOP ROAD",P. O. BOX 791-20117,Organic Waste,Compost
CHOICE MEATS - FARMER'S CHOICE LTD.,sausage@farmerschoice.co.ke,Kahawa West,Nairobi,36.908,-1.184,"KAHAWA WEST, OFF NORTHERN BY-PASS",P. O. BOX 47791-00100 NAIROBI,Biomedical/Industrial Waste,Incinerator
FARMER'S CHOICE LTD.,sausage@farmerschoice.co.ke,KAHAWA WEST,Nairobi,36.82,-1.28,KAHAWA WEST OFF NORTHERN BY-PASS,"P. O. BOX 47791 - 00100,
NAIROBI",Condemned Carcasses / Organs / Meat and Papers,Incinerator
Street waste Limited,georgemadongero74@gmail.com,Viwandani,Nairobi,S 3° 48' 53.424,E 39° 37' 42.9132,Nanyuki Road,P. O BOX 17004-00510 Makongeni,Polythene and Paper Waste,Transfer Station/Storage Yard
SHALLIAN ENTERPRISES LIMITED,berlconsult2013@gmail.com,GILGIL,Nakuru,"36°18'56.1""E","0°30'09.3""S","PLOT L.R. NO: 90, ALONG NAIROBI-NAKURU ROAD, IN GILGIL TOWN","P. O. BOX 9338-00300
NAIROBI",Scrap Metal,Transfer Station/Storage Yard
TAI LIFESTYLE LIMITED,info@tailifestyle.co.ke,Mombasa,Mombasa,39°37’12”E,4°00’20”S,"Plot L.R No. 319/V/MN in MIKINDANI,MOMBASA",P.O BOX 89990-80100 MOMBASA,Used Oil/Sludge,Transfer Station/Storage Yard
FRANKA SCRAP METAL LIMITED,berlconsult2013@gmail.com,MAKADARA,Nairobi,"36°53'10.4""E","1°12'55.6""S","PLOT L.R. NO: 209/9651, CITY STADIUM, NAIROBI","P. O. BOX 9338-00300
NAIROBI",Scrap Metal,Transfer Station/Storage Yard
CROCODILE MERCHANTS,craifi2022@gamil.com,KASARANI,Nairobi,36.81667,-1.28333,PLOT NO 4096 RUAI BYPASS WITHIN EMBAKASI RANCHING NAIROBI COUNTY,"P.O BOX 7548-00100
NAIROBI",Scrap Metal & Used Batteries,Transfer Station/Storage Yard
DANCATH INVESTMENT LIMITED,OLUKOHE2000@YAHOO.COM,VOI SUB-COUNTY,Taita Taveta,38.848197,-3.616943,"LR NO.12262, TAITA VILLAGE, WANGALA, MAUNGU, TAITA TAVETA COUNTY",P.O BOX 47362 - 00100 NAIROBI,Used Oil/Sludge,Transfer Station/Storage Yard
WORLD PLASTICS COMPANY LIMITED,njugigodfrey@gmail.com,LIMURU,Kiambu,36.639625,-1.130990,PLOT LR. NO LIMURU/KAMIRITHU 2910,P. O. BOX 670-00200 NAIROBI,Polythene,Recycling
ISAAC,isaackisanya@yahoo.com,KASARANI,Nairobi,39,36,LUCKY SUMMER,30359-00100,Organic Waste,Compost
BETA METALS KE LTD,management@betametals.com,Industrial Area,Nairobi,36.8654686,-1.3177765,"GODOWN NO 15, NEAR HILLOCKS COUNTRY CLUB","Plot 12470, Enterprise Road, P.O. box 18154-00500, Nairobi, Kenya",E-Waste/Exhaust Catalytic Converter,Transfer Station/Storage Yard
Takataka Solutions Limited,norah.takataka@gmail.com,Kisumu County,Kisumu,34'4951,-5'0.824,"Plot L.R. No. Kisumu/Chiga, Kisumu East. Kisumu County.",29273- 00625 Nairobi,Recyclable Waste,Transfer Station/Storage Yard
INSECTIPRO LIMITED,elvis@insectipro.com,LIMURU DISTRICT,Kiambu,36.7,1.16 south,LIMURU,"P.O. BOX 63276-00619,NAIROBI",Organic Waste,Recycling
JUMBO STEEL MILLS LIMITED,edu.adino@gmail.com,RABAI,Kilifi,39.579532,-3.918335,RABAI SUB-COUNTY,P.O.BOX 99029-80107 MOMBASA,Scrap Metal,Recycling
KINGSUN INTERNATIONAL LTD,eshubconsult@gmail.com,KAJIADO,Kajiado,36.831424,"-1.683768,",Within an Existing Godown on L.R No. Kajiado/Kaputiei North/109609,P.O.BOX 36307-00200 NAIROBI,Paper,Recycling
VUE SCRAP METAL MERCHANTS & TRADING KENYA LTD,obaetom@gmail.com,KILINDINI DISTRICT,Mombasa,39.58976M,-4.006929,PLOT NO XIX/326,"P. O. BOX 99866-80100
KILINDINI
MOMBASA",Scrap Metal,Transfer Station/Storage Yard
THE METAL MERCHANTS,ediemurithi@gmail.com,MOMBASA,Mombasa,039.659870E,04.044370S,"LR.NO XII/27/MI,KENYATTA AVENUE,MOMBASA COUNTY","PO BOX 36846-0100
NAIROBI",Scrap Metal,Transfer station
STEEN AGENCIES LIMITED,muyesuedgar@gmail.com,KILIFI,Kilifi,E 39°31'4.683,S 3°54'46.19628,"PLOT L.R NO. KILIFI/KILIANGOMBE/JIMBA/16 IN KOKOTONI AREA, OFF MOMBASA-NAIROBI HIGHWAY","P.O BOX 42588-80100
MOMBASA",Scrap Metal,Transfer Station/Storage Yard
KINGS METAL LTD,dses2011@gmail.com,Nairobi City County,Nairobi,"36°50'18""E","-1°18’5""S,","PLOT L.R NO. 209/5443; ADDIS ABABA ROAD, NAIROBI CITY COUNTY",P.O BOX 64390 - 00620 NAIROBI,Scrap Metal,Transfer Station/Storage Yard
MORE METAL LTD,dses2011@gmail.com,Nairobi City County,Nairobi,"36°50'18""E","-1°18’5""S,","PLOT L.R NO. 209/5443; ADDIS ABABA ROAD, NAIROBI CITY COUNTY",P.O BOX 63490 - 00620 NAIROBI,Scrap Metal,Transfer Station/Storage Yard
FAMWAY ENTERPRISE,francisx9037@gmail.com,"MEKA,EMBU COUNTY",Embu,0,0,"PLOT L.R NO MEKA, MBETI SOUTH, MEERE SUB-COUNTY, MBEERE SOUTH, EMBU COUNTY.","P.O.BOX 167-60100,
EMBU",Scrap metal/Paper/Polythene,Transfer Station/Storage Yard
MORICH PLASTICS LTD.,merck39@gmail.com,NAIROBI,Nairobi,1.24,37.50,NJIRU OFF KANGUNDO ROAD,P.O. BOX 17952-00500 NAIROBI,Plastic Waste,Recycling
STAR PLASTICS LIMITED,"info@starplasticsltd.com, theurick@gmail.com",Juja,Kiambu,36.99428,-1.08395,L.R. NO 100090/14/157 JUJA TOWN,18966-00500 NAIROBI,Plastic Waste,Recycling
POWEREX LUBRICANTS LIMITED,powerexlubricants@gmail.com,MOMBASA,Mombasa,"39o36'54.32""E","4o1'54.50""S","PLOT No : MN/VI/3747(b), MIKINDANI, AIRPORT ROAD, CHANGAMWE, MOMBASA COUNTY","P O BOX 161 - 00606, NAIROBI",Used Oil/Sludge,Transfer station
JAMILYX GENERAL SUPPLIERS LIMITED,berlconsult2013@gmail.com,RUIRU,Nairobi,36.8167° E,1.2833° S,PLOT NO: RUIRU TOWN/194,"P.O. BOX 1236-00600
NAIROBI",Scrap Metal,Transfer Station/Storage Yard
GREENPLAST INTERNATIONAL LIMITED,greenloop@yahoo.com,KIAMBU,Kiambu,"36°40'22.67""E","1°14'54.52""S","LR NO. 12833/3 RUNGIRI OPPOSITE NAGANA FLOWERS, KIAMBU COUNTY",P.O.BOX 39058-00623 NAIROBI,Plastic Waste,Recycling
WESBERY WANYONYI BARASA,WESBERYBARASA19@GMAIL.COM,BUNGOMA,Bungoma,34.558946,0.558507,BUKEMBE,P.O BOX 183 50200 BUNGOMA,Scrap Metal/Plastic Waste,Transfer Station/Storage Yard
ABYSSINIA IRON AND STEEL LIMITED - ELDORET,odhisadhoch43@gmail.com,ELDORET TOWN,Uasin Gishu,"35°16'09.56""E","00°32'02.85""N","L.R. NO. 10/42 KAMBI SOMALI ROAD, ELDORET WEST UASIN-GISHU","P.O BOX 3237-30100,
ELDORET",Scrap Metal,Recycling
CHANDARIA PROPERTIES (E.A) LIMITED,johnkupss@gmail.com,MVITA,Mombasa,39°39’34.57692” E.,4°3’28.6308” S,"LOCATED ON PLOT L.R. NO. XIX/136 ALONG MACHAKOS STREET RAILWAYS AREA, MVITA SUB-COUNTY, MOMBASA COUNTY",P.O. BOX 1404-00606 NAIROBI,Paper,Transfer Station/Storage Yard
ADDISON INDUSTRIES LIMITED,danamollo@gmail.com,INDUSTRIAL AREA,Nairobi,36.8219° E,1.2921° S,"L.R. NO. 209/8533/34, RANGWE ROAD, IND. AREA, NAIROBI","46489-00100,NAIROBI,KENYA",Plastic Waste,Recycling
ACTOROCOM INVESTMENTS CO LIMITED,info@actoinveltd.co.ke,CHANGAMWE,Mombasa,39.62795,-4.02504,CHANGAMWE,P.O BOX 99575-80100 MOMBASA,Scrap Metal,Transfer Station/Storage Yard
OLNJOROWALTD,mbegu@olnjorowa.com,NAIVASHA,Nakuru,36.4,-0.7167,HELLSGATE,879,Organic Waste,Compost
KITENGELA HOT GLASS LIMITED,gomondi85@gmail.com,KAJIADO NORTH,Kajiado,36.817800,-1.392592,272/KAJIADO,"P.O. BOX349-00502, KAREN",Used Oil/Sludge,Incinerator
L.G. HARRIS & COMPANY (EAST AFRICA) LIMITED,ochidan2010@gmail.com,NAIROBI,Nairobi,36.887996,-1.24043,"LR. NO. 336/41 A LONG BABA DOGO ROAD, NAIROBI COUNTY","SITUATE A LONG BABA DOGO ROAD
P. O. BOX 49919-00100
NAIROBI",Plastic Waste,Recycling
THE METAL MERCHANTS,ediemurithi@gmail.com,NAIROBI EAST,Nairobi,036.907790E,01.317960S,"LR.NO 9042/115,NORTH AIRPORT ROAD,EMBAKASI, NAIROBI",PO BOX 36846-0200 NRB,Scrap Metal,Transfer station
